"Time (CET/CEST)","BZN|GB > BZN|FR Day Ahead [MW]","BZN|GB > BZN|FR Total [MW]","BZN|FR > BZN|GB Day Ahead [MW]","BZN|FR > BZN|GB Total [MW]"
"09.08.2020 14:00 - 09.08.2020 15:00","0","297","2000","2000"
"09.08.2020 15:00 - 09.08.2020 16:00","0","393","2000","2000"
"09.08.2020 16:00 - 09.08.2020 17:00","0","393","2000","2000"
"09.08.2020 17:00 - 09.08.2020 18:00","0","296","2000","2000"
"09.08.2020 18:00 - 09.08.2020 19:00","0","198","2000","2000"
"09.08.2020 19:00 - 09.08.2020 20:00","0","197","2000","2000"
"09.08.2020 20:00 - 09.08.2020 21:00","0","197","2000","2000"
"09.08.2020 21:00 - 09.08.2020 22:00","0","54","1854","1854"
"09.08.2020 22:00 - 09.08.2020 23:00","0","183","1882","1882"
"09.08.2020 23:00 - 10.08.2020 00:00","0","0","1025","1025"
"10.08.2020 00:00 - 10.08.2020 01:00","0","25","1383","1383"
"10.08.2020 01:00 - 10.08.2020 02:00","0","0","1365","1365"
"10.08.2020 02:00 - 10.08.2020 03:00","0","173","1534","1534"
"10.08.2020 03:00 - 10.08.2020 04:00","0","634","2000","2000"
"10.08.2020 04:00 - 10.08.2020 05:00","0","633","2000","2000"
"10.08.2020 05:00 - 10.08.2020 06:00","0","494","2000","2000"
"10.08.2020 06:00 - 10.08.2020 07:00","120","120","730","730"
"10.08.2020 07:00 - 10.08.2020 08:00","120","120","157","824"
"10.08.2020 08:00 - 10.08.2020 09:00","1334","1334","0","769"
"10.08.2020 09:00 - 10.08.2020 10:00","0","0","1106","1471"
"10.08.2020 10:00 - 10.08.2020 11:00","0","0","2000","2000"
"10.08.2020 11:00 - 10.08.2020 12:00","0","0","615","765"
"10.08.2020 12:00 - 10.08.2020 13:00","0","0","64","314"
"10.08.2020 13:00 - 10.08.2020 14:00","0","0","379","629"
"10.08.2020 14:00 - 10.08.2020 15:00","0","0","238","694"
"10.08.2020 15:00 - 10.08.2020 16:00","0","0","0","468"
"10.08.2020 16:00 - 10.08.2020 17:00","0","30","0","200"
"10.08.2020 17:00 - 10.08.2020 18:00","0","0","1352","1408"
"10.08.2020 18:00 - 10.08.2020 19:00","0","0","2000","2000"
"10.08.2020 19:00 - 10.08.2020 20:00","0","0","1778","1806"
"10.08.2020 20:00 - 10.08.2020 21:00","0","0","1551","1746"
"10.08.2020 21:00 - 10.08.2020 22:00","0","0","1006","1242"
"10.08.2020 22:00 - 10.08.2020 23:00","0","0","0","463"
"10.08.2020 23:00 - 11.08.2020 00:00","1175","1175","0","261"
"11.08.2020 00:00 - 11.08.2020 01:00","0","69","74","74"
"11.08.2020 01:00 - 11.08.2020 02:00","0","0","50","50"
"11.08.2020 02:00 - 11.08.2020 03:00","0","0","50","50"
"11.08.2020 03:00 - 11.08.2020 04:00","0","0","982","982"
"11.08.2020 04:00 - 11.08.2020 05:00","0","0","790","790"
"11.08.2020 05:00 - 11.08.2020 06:00","0","0","0","0"
"11.08.2020 06:00 - 11.08.2020 07:00","582","697","0","0"
"11.08.2020 07:00 - 11.08.2020 08:00","50","165","0","0"
"11.08.2020 08:00 - 11.08.2020 09:00","517","567","0","809"
"11.08.2020 09:00 - 11.08.2020 10:00","0","0","1593","1593"
"11.08.2020 10:00 - 11.08.2020 11:00","0","0","1793","1793"
"11.08.2020 11:00 - 11.08.2020 12:00","0","0","2000","2000"
"11.08.2020 12:00 - 11.08.2020 13:00","0","0","1042","1042"
"11.08.2020 13:00 - 11.08.2020 14:00","0","0","1649","1649"
"11.08.2020 14:00 - 11.08.2020 15:00","0","50","1363","1663"
"11.08.2020 15:00 - 11.08.2020 16:00","0","50","1131","1431"
"11.08.2020 16:00 - 11.08.2020 17:00","0","0","1359","1659"
"11.08.2020 17:00 - 11.08.2020 18:00","0","0","2000","2000"
"11.08.2020 18:00 - 11.08.2020 19:00","0","0","2000","2000"
"11.08.2020 19:00 - 11.08.2020 20:00","0","0","2000","2000"
"11.08.2020 20:00 - 11.08.2020 21:00","0","0","2000","2000"
"11.08.2020 21:00 - 11.08.2020 22:00","0","0","2000","2000"
"11.08.2020 22:00 - 11.08.2020 23:00","0","0","2000","2000"
"11.08.2020 23:00 - 12.08.2020 00:00","0","0","267","527"
"12.08.2020 00:00 - 12.08.2020 01:00","0","0","454","454"
"12.08.2020 01:00 - 12.08.2020 02:00","0","0","50","50"
"12.08.2020 02:00 - 12.08.2020 03:00","0","0","50","50"
"12.08.2020 03:00 - 12.08.2020 04:00","0","0","811","811"
"12.08.2020 04:00 - 12.08.2020 05:00","0","0","404","404"
"12.08.2020 05:00 - 12.08.2020 06:00","0","0","0","0"
"12.08.2020 06:00 - 12.08.2020 07:00","134","134","0","0"
"12.08.2020 07:00 - 12.08.2020 08:00","50","50","88","999"
"12.08.2020 08:00 - 12.08.2020 09:00","50","50","1527","1755"
"12.08.2020 09:00 - 12.08.2020 10:00","0","0","2000","2000"
"12.08.2020 10:00 - 12.08.2020 11:00","0","0","2000","2000"
"12.08.2020 11:00 - 12.08.2020 12:00","0","100","2000","2000"
"12.08.2020 12:00 - 12.08.2020 13:00","0","0","2000","2000"
"12.08.2020 13:00 - 12.08.2020 14:00","0","0","2000","2000"
"12.08.2020 14:00 - 12.08.2020 15:00","0","0","2000","2000"
"12.08.2020 15:00 - 12.08.2020 16:00","0","0","2000","2000"
"12.08.2020 16:00 - 12.08.2020 17:00","0","0","2000","2000"
"12.08.2020 17:00 - 12.08.2020 18:00","0","0","2000","2000"
"12.08.2020 18:00 - 12.08.2020 19:00","0","0","2000","2000"
"12.08.2020 19:00 - 12.08.2020 20:00","0","0","2000","2000"
"12.08.2020 20:00 - 12.08.2020 21:00","0","0","2000","2000"
"12.08.2020 21:00 - 12.08.2020 22:00","0","0","2000","2000"
"12.08.2020 22:00 - 12.08.2020 23:00","0","0","2000","2000"
"12.08.2020 23:00 - 13.08.2020 00:00","0","0","555","757"
"13.08.2020 00:00 - 13.08.2020 01:00","0","0","1245","1245"
"13.08.2020 01:00 - 13.08.2020 02:00","0","0","211","211"
"13.08.2020 02:00 - 13.08.2020 03:00","0","0","320","320"
"13.08.2020 03:00 - 13.08.2020 04:00","0","0","734","734"
"13.08.2020 04:00 - 13.08.2020 05:00","0","0","211","211"
"13.08.2020 05:00 - 13.08.2020 06:00","926","926","0","0"
"13.08.2020 06:00 - 13.08.2020 07:00","2000","2000","0","910"
"13.08.2020 07:00 - 13.08.2020 08:00","2000","2000","0","632"
"13.08.2020 08:00 - 13.08.2020 09:00","2000","2000","0","1922"
"13.08.2020 09:00 - 13.08.2020 10:00","0","0","0","506"
"13.08.2020 10:00 - 13.08.2020 11:00","0","0","1063","1468"
"13.08.2020 11:00 - 13.08.2020 12:00","0","0","1213","1213"
"13.08.2020 12:00 - 13.08.2020 13:00","0","0","1084","1084"
"13.08.2020 13:00 - 13.08.2020 14:00","0","0","1518","1518"
"13.08.2020 14:00 - 13.08.2020 15:00","0","40","1676","1727"
"13.08.2020 15:00 - 13.08.2020 16:00","0","40","1650","1701"
"13.08.2020 16:00 - 13.08.2020 17:00","0","0","2000","2000"
"13.08.2020 17:00 - 13.08.2020 18:00","0","100","2000","2000"
"13.08.2020 18:00 - 13.08.2020 19:00","0","286","2000","2000"
"13.08.2020 19:00 - 13.08.2020 20:00","0","186","2000","2000"
"13.08.2020 20:00 - 13.08.2020 21:00","0","0","2000","2000"
"13.08.2020 21:00 - 13.08.2020 22:00","0","0","2000","2000"
"13.08.2020 22:00 - 13.08.2020 23:00","0","0","1987","1987"
"13.08.2020 23:00 - 14.08.2020 00:00","0","0","254","354"
"14.08.2020 00:00 - 14.08.2020 01:00","0","0","724","724"
"14.08.2020 01:00 - 14.08.2020 02:00","0","0","0","0"
"14.08.2020 02:00 - 14.08.2020 03:00","0","0","102","102"
"14.08.2020 03:00 - 14.08.2020 04:00","0","0","0","0"
"14.08.2020 04:00 - 14.08.2020 05:00","310","310","0","0"
"14.08.2020 05:00 - 14.08.2020 06:00","1005","1005","0","0"
"14.08.2020 06:00 - 14.08.2020 07:00","1574","1584","0","506"
"14.08.2020 07:00 - 14.08.2020 08:00","1080","1080","0","1314"
"14.08.2020 08:00 - 14.08.2020 09:00","0","0","0","1920"
"14.08.2020 09:00 - 14.08.2020 10:00","0","0","2000","2000"
"14.08.2020 10:00 - 14.08.2020 11:00","0","0","2000","2000"
"14.08.2020 11:00 - 14.08.2020 12:00","0","0","2000","2000"
"14.08.2020 12:00 - 14.08.2020 13:00","0","0","2000","2000"
"14.08.2020 13:00 - 14.08.2020 14:00","0","0","2000","2000"
"14.08.2020 14:00 - 14.08.2020 15:00","0","0","2000","2000"
"14.08.2020 15:00 - 14.08.2020 16:00","0","0","2000","2000"
"14.08.2020 16:00 - 14.08.2020 17:00","0","0","2000","2000"
"14.08.2020 17:00 - 14.08.2020 18:00","0","0","2000","2000"
"14.08.2020 18:00 - 14.08.2020 19:00","0","0","2000","2000"
"14.08.2020 19:00 - 14.08.2020 20:00","0","0","2000","2000"
"14.08.2020 20:00 - 14.08.2020 21:00","0","0","2000","2000"
"14.08.2020 21:00 - 14.08.2020 22:00","0","0","1967","1967"
"14.08.2020 22:00 - 14.08.2020 23:00","0","0","2000","2000"
"14.08.2020 23:00 - 15.08.2020 00:00","0","0","2000","2000"
"15.08.2020 00:00 - 15.08.2020 01:00","0","325","2000","2000"
"15.08.2020 01:00 - 15.08.2020 02:00","0","296","2000","2000"
"15.08.2020 02:00 - 15.08.2020 03:00","0","493","2000","2000"
"15.08.2020 03:00 - 15.08.2020 04:00","0","493","2000","2000"
"15.08.2020 04:00 - 15.08.2020 05:00","0","493","2000","2000"
"15.08.2020 05:00 - 15.08.2020 06:00","0","493","2000","2000"
"15.08.2020 06:00 - 15.08.2020 07:00","0","493","2000","2000"
"15.08.2020 07:00 - 15.08.2020 08:00","0","493","2000","2000"
"15.08.2020 08:00 - 15.08.2020 09:00","0","197","2000","2000"
"15.08.2020 09:00 - 15.08.2020 10:00","0","99","2000","2000"
"15.08.2020 10:00 - 15.08.2020 11:00","0","99","2000","2000"
"15.08.2020 11:00 - 15.08.2020 12:00","0","99","2000","2000"
"15.08.2020 12:00 - 15.08.2020 13:00","0","99","2000","2000"
"15.08.2020 13:00 - 15.08.2020 14:00","0","99","2000","2000"
"15.08.2020 14:00 - 15.08.2020 15:00","0","99","2000","2000"
"15.08.2020 15:00 - 15.08.2020 16:00","0","99","2000","2000"
"15.08.2020 16:00 - 15.08.2020 17:00","0","99","2000","2000"
"15.08.2020 17:00 - 15.08.2020 18:00","0","0","2000","2000"
"15.08.2020 18:00 - 15.08.2020 19:00","0","0","2000","2000"
"15.08.2020 19:00 - 15.08.2020 20:00","0","0","2000","2000"
"15.08.2020 20:00 - 15.08.2020 21:00","0","0","2000","2000"
"15.08.2020 21:00 - 15.08.2020 22:00","0","0","2000","2000"
"15.08.2020 22:00 - 15.08.2020 23:00","0","0","2000","2000"
"15.08.2020 23:00 - 16.08.2020 00:00","0","0","2000","2000"
"16.08.2020 00:00 - 16.08.2020 01:00","0","346","2000","2000"
"16.08.2020 01:00 - 16.08.2020 02:00","0","495","2000","2000"
"16.08.2020 02:00 - 16.08.2020 03:00","0","594","2000","2000"
"16.08.2020 03:00 - 16.08.2020 04:00","0","594","2000","2000"
"16.08.2020 04:00 - 16.08.2020 05:00","0","594","2000","2000"
"16.08.2020 05:00 - 16.08.2020 06:00","0","593","2000","2000"
"16.08.2020 06:00 - 16.08.2020 07:00","0","594","2000","2000"
"16.08.2020 07:00 - 16.08.2020 08:00","0","593","2000","2000"
"16.08.2020 08:00 - 16.08.2020 09:00","0","495","2000","2000"
"16.08.2020 09:00 - 16.08.2020 10:00","0","297","2000","2000"
"16.08.2020 10:00 - 16.08.2020 11:00","0","99","2000","2000"
"16.08.2020 11:00 - 16.08.2020 12:00","0","0","2000","2000"
"16.08.2020 12:00 - 16.08.2020 13:00","0","0","2000","2000"
"16.08.2020 13:00 - 16.08.2020 14:00","0","0","2000","2000"
"16.08.2020 14:00 - 16.08.2020 15:00","0","0","2000","2000"
"16.08.2020 15:00 - 16.08.2020 16:00","0","0","2000","2000"
"16.08.2020 16:00 - 16.08.2020 17:00","0","0","2000","2000"
"16.08.2020 17:00 - 16.08.2020 18:00","0","0","2000","2000"
"16.08.2020 18:00 - 16.08.2020 19:00","0","0","2000","2000"
"16.08.2020 19:00 - 16.08.2020 20:00","0","0","2000","2000"
"16.08.2020 20:00 - 16.08.2020 21:00","0","0","2000","2000"
"16.08.2020 21:00 - 16.08.2020 22:00","0","0","2000","2000"
"16.08.2020 22:00 - 16.08.2020 23:00","0","0","2000","2000"
"16.08.2020 23:00 - 17.08.2020 00:00","0","0","2000","2000"
"17.08.2020 00:00 - 17.08.2020 01:00","0","197","2000","2000"
"17.08.2020 01:00 - 17.08.2020 02:00","0","394","2000","2000"
"17.08.2020 02:00 - 17.08.2020 03:00","0","394","2000","2000"
"17.08.2020 03:00 - 17.08.2020 04:00","0","394","2000","2000"
"17.08.2020 04:00 - 17.08.2020 05:00","0","394","2000","2000"
"17.08.2020 05:00 - 17.08.2020 06:00","0","394","2000","2000"
"17.08.2020 06:00 - 17.08.2020 07:00","0","0","1499","1600"
"17.08.2020 07:00 - 17.08.2020 08:00","0","5","1539","1698"
"17.08.2020 08:00 - 17.08.2020 09:00","0","0","753","1608"
"17.08.2020 09:00 - 17.08.2020 10:00","0","0","2000","2000"
"17.08.2020 10:00 - 17.08.2020 11:00","0","0","2000","2000"
"17.08.2020 11:00 - 17.08.2020 12:00","0","70","2000","2000"
"17.08.2020 12:00 - 17.08.2020 13:00","0","75","2000","2000"
"17.08.2020 13:00 - 17.08.2020 14:00","0","75","2000","2000"
"17.08.2020 14:00 - 17.08.2020 15:00","0","5","2000","2000"
"17.08.2020 15:00 - 17.08.2020 16:00","0","5","2000","2000"
"17.08.2020 16:00 - 17.08.2020 17:00","0","0","2000","2000"
"17.08.2020 17:00 - 17.08.2020 18:00","0","0","2000","2000"
"17.08.2020 18:00 - 17.08.2020 19:00","0","0","2000","2000"
"17.08.2020 19:00 - 17.08.2020 20:00","0","0","2000","2000"
"17.08.2020 20:00 - 17.08.2020 21:00","0","75","2000","2000"
"17.08.2020 21:00 - 17.08.2020 22:00","0","88","2000","2000"
"17.08.2020 22:00 - 17.08.2020 23:00","0","261","2000","2000"
"17.08.2020 23:00 - 18.08.2020 00:00","0","260","1119","1119"
"18.08.2020 00:00 - 18.08.2020 01:00","0","0","211","211"
"18.08.2020 01:00 - 18.08.2020 02:00","0","0","211","211"
"18.08.2020 02:00 - 18.08.2020 03:00","0","0","211","211"
"18.08.2020 03:00 - 18.08.2020 04:00","0","0","368","368"
"18.08.2020 04:00 - 18.08.2020 05:00","0","0","0","0"
"18.08.2020 05:00 - 18.08.2020 06:00","747","747","0","0"
"18.08.2020 06:00 - 18.08.2020 07:00","1115","1115","0","608"
"18.08.2020 07:00 - 18.08.2020 08:00","509","509","0","884"
"18.08.2020 08:00 - 18.08.2020 09:00","0","0","667","1882"
"18.08.2020 09:00 - 18.08.2020 10:00","0","0","1069","1373"
"18.08.2020 10:00 - 18.08.2020 11:00","0","197","2000","2000"
"18.08.2020 11:00 - 18.08.2020 12:00","0","197","2000","2000"
"18.08.2020 12:00 - 18.08.2020 13:00","0","99","2000","2000"
"18.08.2020 13:00 - 18.08.2020 14:00","0","98","2000","2000"
"18.08.2020 14:00 - 18.08.2020 15:00","0","296","2000","2000"
"18.08.2020 15:00 - 18.08.2020 16:00","0","741","2000","2000"
"18.08.2020 16:00 - 18.08.2020 17:00","0","345","2000","2000"
"18.08.2020 17:00 - 18.08.2020 18:00","0","0","2000","2000"
"18.08.2020 18:00 - 18.08.2020 19:00","0","0","2000","2000"
"18.08.2020 19:00 - 18.08.2020 20:00","0","0","2000","2000"
"18.08.2020 20:00 - 18.08.2020 21:00","0","0","2000","2000"
"18.08.2020 21:00 - 18.08.2020 22:00","0","0","2000","2000"
"18.08.2020 22:00 - 18.08.2020 23:00","0","0","2000","2000"
"18.08.2020 23:00 - 19.08.2020 00:00","0","0","1689","1700"
"19.08.2020 00:00 - 19.08.2020 01:00","0","0","1330","1330"
"19.08.2020 01:00 - 19.08.2020 02:00","0","0","374","374"
"19.08.2020 02:00 - 19.08.2020 03:00","0","0","1554","1554"
"19.08.2020 03:00 - 19.08.2020 04:00","0","0","1753","1753"
"19.08.2020 04:00 - 19.08.2020 05:00","0","0","1463","1463"
"19.08.2020 05:00 - 19.08.2020 06:00","0","0","0","0"
"19.08.2020 06:00 - 19.08.2020 07:00","0","0","0","0"
"19.08.2020 07:00 - 19.08.2020 08:00","0","98","2000","2000"
"19.08.2020 08:00 - 19.08.2020 09:00","0","0","1841","1976"
"19.08.2020 09:00 - 19.08.2020 10:00","0","0","1500","1500"
"19.08.2020 10:00 - 19.08.2020 11:00","0","0","1500","1500"
"19.08.2020 11:00 - 19.08.2020 12:00","0","0","1500","1500"
"19.08.2020 12:00 - 19.08.2020 13:00","0","0","1500","1500"
"19.08.2020 13:00 - 19.08.2020 14:00","0","0","1500","1500"
"19.08.2020 14:00 - 19.08.2020 15:00","0","0","1500","1500"
"19.08.2020 15:00 - 19.08.2020 16:00","0","0","1500","1500"
"19.08.2020 16:00 - 19.08.2020 17:00","0","0","1500","1500"
"19.08.2020 17:00 - 19.08.2020 18:00","0","0","1219","1474"
"19.08.2020 18:00 - 19.08.2020 19:00","0","0","914","1164"
"19.08.2020 19:00 - 19.08.2020 20:00","0","0","0","1365"
"19.08.2020 20:00 - 19.08.2020 21:00","0","0","0","985"
"19.08.2020 21:00 - 19.08.2020 22:00","147","147","0","125"
"19.08.2020 22:00 - 19.08.2020 23:00","186","186","0","150"
"19.08.2020 23:00 - 20.08.2020 00:00","1056","1056","0","150"
"20.08.2020 00:00 - 20.08.2020 01:00","0","633","2000","2000"
"20.08.2020 01:00 - 20.08.2020 02:00","0","0","800","800"
"20.08.2020 02:00 - 20.08.2020 03:00","267","267","0","0"
"20.08.2020 03:00 - 20.08.2020 04:00","1454","1454","0","96"
"20.08.2020 04:00 - 20.08.2020 05:00","2000","2000","0","647"
"20.08.2020 05:00 - 20.08.2020 06:00","2000","2000","0","646"
"20.08.2020 06:00 - 20.08.2020 07:00","2000","2000","0","646"
"20.08.2020 07:00 - 20.08.2020 08:00","120","120","0","354"
"20.08.2020 08:00 - 20.08.2020 09:00","334","334","0","506"
"20.08.2020 09:00 - 20.08.2020 10:00","0","394","2000","2000"
"20.08.2020 10:00 - 20.08.2020 11:00","0","394","2000","2000"
"20.08.2020 11:00 - 20.08.2020 12:00","0","394","2000","2000"
"20.08.2020 12:00 - 20.08.2020 13:00","0","394","2000","2000"
"20.08.2020 13:00 - 20.08.2020 14:00","0","394","2000","2000"
"20.08.2020 14:00 - 20.08.2020 15:00","0","394","2000","2000"
"20.08.2020 15:00 - 20.08.2020 16:00","0","394","2000","2000"
"20.08.2020 16:00 - 20.08.2020 17:00","0","0","1396","1596"
"20.08.2020 17:00 - 20.08.2020 18:00","0","40","1290","1590"
"20.08.2020 18:00 - 20.08.2020 19:00","0","45","902","1405"
"20.08.2020 19:00 - 20.08.2020 20:00","0","45","876","1381"
"20.08.2020 20:00 - 20.08.2020 21:00","0","100","838","1141"
"20.08.2020 21:00 - 20.08.2020 22:00","0","171","1331","1331"
"20.08.2020 22:00 - 20.08.2020 23:00","0","24","993","993"
"20.08.2020 23:00 - 21.08.2020 00:00","0","24","0","0"
"21.08.2020 00:00 - 21.08.2020 01:00","0","840","1903","1903"
"21.08.2020 01:00 - 21.08.2020 02:00","0","198","616","616"
"21.08.2020 02:00 - 21.08.2020 03:00","1145","1145","0","0"
"21.08.2020 03:00 - 21.08.2020 04:00","2000","2000","0","750"
"21.08.2020 04:00 - 21.08.2020 05:00","2000","2000","0","952"
"21.08.2020 05:00 - 21.08.2020 06:00","2000","2000","0","952"
"21.08.2020 06:00 - 21.08.2020 07:00","2000","2000","0","1052"
"21.08.2020 07:00 - 21.08.2020 08:00","1933","1933","0","1213"
"21.08.2020 08:00 - 21.08.2020 09:00","0","632","2000","2000"
"21.08.2020 09:00 - 21.08.2020 10:00","0","632","2000","2000"
"21.08.2020 10:00 - 21.08.2020 11:00","0","632","2000","2000"
"21.08.2020 11:00 - 21.08.2020 12:00","0","633","2000","2000"
"21.08.2020 12:00 - 21.08.2020 13:00","0","930","2000","2000"
"21.08.2020 13:00 - 21.08.2020 14:00","0","1625","2000","2000"
"21.08.2020 14:00 - 21.08.2020 15:00","0","2216","2000","2000"
"21.08.2020 15:00 - 21.08.2020 16:00","0","2027","1802","1802"
"21.08.2020 16:00 - 21.08.2020 17:00","0","2027","1802","1802"
"21.08.2020 17:00 - 21.08.2020 18:00","0","1224","2000","2000"
"21.08.2020 18:00 - 21.08.2020 19:00","0","632","2000","2000"
"21.08.2020 19:00 - 21.08.2020 20:00","0","632","2000","2000"
"21.08.2020 20:00 - 21.08.2020 21:00","0","633","2000","2000"
"21.08.2020 21:00 - 21.08.2020 22:00","0","634","2000","2000"
"21.08.2020 22:00 - 21.08.2020 23:00","0","633","2000","2000"
"21.08.2020 23:00 - 22.08.2020 00:00","0","534","2000","2000"
"22.08.2020 00:00 - 22.08.2020 01:00","0","1344","1519","1519"
"22.08.2020 01:00 - 22.08.2020 02:00","110","1015","0","0"
"22.08.2020 02:00 - 22.08.2020 03:00","1725","1725","0","369"
"22.08.2020 03:00 - 22.08.2020 04:00","2000","2000","0","647"
"22.08.2020 04:00 - 22.08.2020 05:00","2000","2000","0","647"
"22.08.2020 05:00 - 22.08.2020 06:00","2000","2000","0","647"
"22.08.2020 06:00 - 22.08.2020 07:00","1862","1862","0","601"
"22.08.2020 07:00 - 22.08.2020 08:00","865","865","0","75"
"22.08.2020 08:00 - 22.08.2020 09:00","0","1295","1283","1283"
"22.08.2020 09:00 - 22.08.2020 10:00","0","1623","2000","2000"
"22.08.2020 10:00 - 22.08.2020 11:00","0","1676","2000","2000"
"22.08.2020 11:00 - 22.08.2020 12:00","0","1028","2000","2000"
"22.08.2020 12:00 - 22.08.2020 13:00","0","1029","2000","2000"
"22.08.2020 13:00 - 22.08.2020 14:00","0","1028","2000","2000"
"22.08.2020 14:00 - 22.08.2020 15:00","0","1917","2000","2000"
"22.08.2020 15:00 - 22.08.2020 16:00","0","2337","2000","2000"
"22.08.2020 16:00 - 22.08.2020 17:00","0","2214","2000","2000"
"22.08.2020 17:00 - 22.08.2020 18:00","0","1305","2000","2000"
"22.08.2020 18:00 - 22.08.2020 19:00","0","1259","2000","2000"
"22.08.2020 19:00 - 22.08.2020 20:00","0","1185","2000","2000"
"22.08.2020 20:00 - 22.08.2020 21:00","0","1185","2000","2000"
"22.08.2020 21:00 - 22.08.2020 22:00","0","1185","2000","2000"
"22.08.2020 22:00 - 22.08.2020 23:00","0","1210","2000","2000"
"22.08.2020 23:00 - 23.08.2020 00:00","0","1305","2000","2000"
"23.08.2020 00:00 - 23.08.2020 01:00","0","809","1000","1352"
"23.08.2020 01:00 - 23.08.2020 02:00","0","1405","1000","1370"
"23.08.2020 02:00 - 23.08.2020 03:00","0","1306","1000","1252"
"23.08.2020 03:00 - 23.08.2020 04:00","0","1305","1000","1252"
"23.08.2020 04:00 - 23.08.2020 05:00","0","1453","1000","1252"
"23.08.2020 05:00 - 23.08.2020 06:00","0","1453","1000","1352"
"23.08.2020 06:00 - 23.08.2020 07:00","0","1108","1000","1352"
"23.08.2020 07:00 - 23.08.2020 08:00","0","1079","1000","1352"
"23.08.2020 08:00 - 23.08.2020 09:00","0","1188","1211","1211"
"23.08.2020 09:00 - 23.08.2020 10:00","0","1261","1211","1311"
"23.08.2020 10:00 - 23.08.2020 11:00","0","817","1211","1420"
"23.08.2020 11:00 - 23.08.2020 12:00","0","698","1211","1300"
"23.08.2020 12:00 - 23.08.2020 13:00","0","699","1211","1300"
"23.08.2020 13:00 - 23.08.2020 14:00","0","696","1211","1300"
"23.08.2020 14:00 - 23.08.2020 15:00","0","697","1211","1300"
"23.08.2020 15:00 - 23.08.2020 16:00","0","697","1211","1300"
"23.08.2020 16:00 - 23.08.2020 17:00","0","697","1211","1300"
"23.08.2020 17:00 - 23.08.2020 18:00","0","0","1211","1450"
"23.08.2020 18:00 - 23.08.2020 19:00","0","0","1211","1450"
"23.08.2020 19:00 - 23.08.2020 20:00","0","0","1211","1500"
"23.08.2020 20:00 - 23.08.2020 21:00","0","0","1211","1500"
"23.08.2020 21:00 - 23.08.2020 22:00","0","0","1211","1500"
"23.08.2020 22:00 - 23.08.2020 23:00","0","25","1211","1500"
"23.08.2020 23:00 - 24.08.2020 00:00","0","569","1211","1500"
"24.08.2020 00:00 - 24.08.2020 01:00","0","317","1071","1071"
"24.08.2020 01:00 - 24.08.2020 02:00","0","792","1500","1500"
"24.08.2020 02:00 - 24.08.2020 03:00","0","789","1500","1500"
"24.08.2020 03:00 - 24.08.2020 04:00","0","789","1500","1500"
"24.08.2020 04:00 - 24.08.2020 05:00","0","790","1500","1500"
"24.08.2020 05:00 - 24.08.2020 06:00","0","691","1500","1500"
"24.08.2020 06:00 - 24.08.2020 07:00","0","110","0","0"
"24.08.2020 07:00 - 24.08.2020 08:00","0","259","1231","1231"
"24.08.2020 08:00 - 24.08.2020 09:00","0","0","24","1113"
"24.08.2020 09:00 - 24.08.2020 10:00","0","0","1500","1500"
"24.08.2020 10:00 - 24.08.2020 11:00","0","0","1500","1500"
"24.08.2020 11:00 - 24.08.2020 12:00","0","0","1500","1500"
"24.08.2020 12:00 - 24.08.2020 13:00","0","0","1500","1500"
"24.08.2020 13:00 - 24.08.2020 14:00","0","0","1500","1500"
"24.08.2020 14:00 - 24.08.2020 15:00","0","0","1500","1500"
"24.08.2020 15:00 - 24.08.2020 16:00","0","0","1500","1500"
"24.08.2020 16:00 - 24.08.2020 17:00","0","0","1500","1500"
"24.08.2020 17:00 - 24.08.2020 18:00","0","0","1500","1500"
"24.08.2020 18:00 - 24.08.2020 19:00","0","0","1500","1500"
"24.08.2020 19:00 - 24.08.2020 20:00","0","0","1500","1500"
"24.08.2020 20:00 - 24.08.2020 21:00","0","0","1500","1500"
"24.08.2020 21:00 - 24.08.2020 22:00","0","0","1500","1500"
"24.08.2020 22:00 - 24.08.2020 23:00","0","115","1500","1500"
"24.08.2020 23:00 - 25.08.2020 00:00","0","115","1500","1500"
"25.08.2020 00:00 - 25.08.2020 01:00","0","7","1500","1500"
"25.08.2020 01:00 - 25.08.2020 02:00","0","7","273","273"
"25.08.2020 02:00 - 25.08.2020 03:00","0","7","144","144"
"25.08.2020 03:00 - 25.08.2020 04:00","778","785","75","75"
"25.08.2020 04:00 - 25.08.2020 05:00","1575","1575","75","555"
"25.08.2020 05:00 - 25.08.2020 06:00","1500","1500","0","836"
"25.08.2020 06:00 - 25.08.2020 07:00","1500","1500","0","970"
"25.08.2020 07:00 - 25.08.2020 08:00","1500","1500","0","1668"
"25.08.2020 08:00 - 25.08.2020 09:00","181","181","0","884"
"25.08.2020 09:00 - 25.08.2020 10:00","93","93","0","278"
"25.08.2020 10:00 - 25.08.2020 11:00","0","0","50","257"
"25.08.2020 11:00 - 25.08.2020 12:00","533","733","75","478"
"25.08.2020 12:00 - 25.08.2020 13:00","0","300","150","428"
"25.08.2020 13:00 - 25.08.2020 14:00","0","400","518","518"
"25.08.2020 14:00 - 25.08.2020 15:00","0","559","100","100"
"25.08.2020 15:00 - 25.08.2020 16:00","0","534","50","50"
"25.08.2020 16:00 - 25.08.2020 17:00","0","396","326","528"
"25.08.2020 17:00 - 25.08.2020 18:00","0","612","1421","1421"
"25.08.2020 18:00 - 25.08.2020 19:00","0","512","1500","1500"
